ID,都道府県,城名,読み方,種類,所在地,築城年代,城主・築城者,別名,備考
2444,愛媛県,飯野山城,いいのやまじょう,,愛媛県八幡浜市穴井,,井上氏,飯之山城、喰野山城,遺構: 堀切、石垣、土塁
2445,愛媛県,高仙山城,こうぜやまじょう,,愛媛県今治市菊間町,,池原氏,－,遺構: 曲輪、石垣、堀切
2446,愛媛県,鷹ヶ森城,たかがもりじょう,,愛媛県今治市玉川町鈍川,,越智氏,鷹ケ森城、鷹が森城、鷹森城,遺構: 曲輪、石積、堀切
2447,愛媛県,鷺ノ森城,さぎのもりじょう,,愛媛県西条市壬生川21,,桑原氏（壬生川氏）、金子氏,鷺森城、鷺の森城,遺構: 曲輪、土塁、横堀（空堀）
2448,愛媛県,鹿島城,かしまじょう,,愛媛県松山市北条辻,,今岡氏、二神氏、得居氏、来島氏,－,遺構: 曲輪、石積
2449,愛媛県,黒瀬城,くろせじょう,,愛媛県西予市宇和町卯之町3-755,,西園寺氏、岩城少右衛門,－,遺構: 曲輪、石垣、土塁、堀切、井戸
2450,高知県,中村城,なかむらじょう,,高知県四万十市中村字古城山為松山,,為松氏、一条氏、山内氏,為松城、土佐中村城,遺構: 曲輪、石垣、土塁
2451,高知県,久礼城,くれじょう,,高知県高岡郡中土佐町久礼,,佐竹氏,佐竹氏居城,遺構: 曲輪、石垣、堀切、畝状竪堀
2452,高知県,井口城,いぐちじょう,,高知県高知市井口町,,井口氏、吉田氏（長宗我部氏家臣）,－,遺構: 曲輪、堀切
2453,高知県,介良城,けらじょう,,高知県高知市介良字小富士山,,横山氏,横山城、花熊城,遺構: 曲輪、石垣、土塁、横堀（空堀）
2454,高知県,佐喜浜城,さきはまじょう,,高知県室戸市佐喜浜町舟場,,大野家氏,崎浜城,遺構: 曲輪、土塁、堀切
2455,高知県,佐川城,さかわじょう,,高知県高岡郡佐川町甲（牧野公園）,,久武氏（長宗我部氏家臣）、深尾氏（山内氏家臣）,－,遺構: 曲輪、石垣、土塁、堀切、竪堀
2456,高知県,佐賀城,さがじょう,,高知県幡多郡黒潮町佐賀字城山,,伊与木氏？、光富氏,－,遺構: 曲輪、土塁、横堀（空堀）
2457,高知県,内田城,うちだじょう,,高知県安芸郡東洋町野根内田城山,,野根氏,－,遺構: 曲輪、石積、土塁、堀切、横堀（空堀）、竪堀、虎口
2458,高知県,加久見城,かくみじょう,,高知県土佐清水市加久見字下城山,,加久見氏,加久見下城,遺構: 曲輪、土塁、堀切、竪堀
2459,高知県,吉田城,よしだじょう,,高知県南国市岡豊町吉田字二ノ堀、土居、明田,,吉田氏,吉田土居城,遺構: 土塁
2460,高知県,吉良城,きらじょう,,高知県高知市春野町弘岡上,,吉良氏、本山氏、吉良親貞（長宗我部氏家臣）,吉良峰城、弘岡城,遺構: 曲輪、土塁、堀切、畝状竪堀群、屋敷跡
2461,高知県,四手城,しでじょう,,高知県高岡郡四万十町昭和字中又山,,中平氏,－,遺構: 曲輪、土塁、竪堀、堀切
2462,高知県,姫倉城,ひめくらじょう,,高知県香南市香我美町岸本,,姫倉氏、桑名氏（長宗我部氏家臣）,－,遺構: 曲輪、土塁、堀切
2463,高知県,姫野々城,ひめののじょう,,高知県高岡郡津野町姫野々886-1他,,津野氏,半月城、半山城,遺構: 曲輪、堀切、畝状竪堀
2464,高知県,安田城,やすだじょう,,高知県安芸郡安田町大字東島字城,,安田氏,泉城,遺構: 曲輪、堀切
2465,高知県,安芸城,あきじょう,,高知県安芸市土居字土居,,安芸氏、香宗我部親泰（長宗我部氏家臣）、五藤氏,安芸（安喜）土居,遺構: 曲輪、石垣、土塁、堀切、井戸
2466,高知県,宿毛城,すくもじょう,,高知県宿毛市宿毛中央2,,松田氏、依岡伯耆守、長宗我部氏、野田氏、山内氏（伊賀氏）,松田城,遺構: 曲輪、石垣、土塁
2467,高知県,岡豊城,おこうじょう,,高知県南国市岡豊町八幡,,長宗我部氏,－,遺構: 曲輪、石垣、土塁、横堀（空堀）、畝状竪堀群、井戸
2468,高知県,布師田金山城,ぬのしだかなやまじょう,,高知県高知市布師田,,石谷氏、久武親直,金山城,遺構: 曲輪、土塁、堀切、横堀（空堀）、竪堀
2469,高知県,戸波城,へわじょう,,高知県土佐市本村古城,,津野氏、福井氏（一条氏家臣）、長生氏（一条氏家臣）、戸波氏（長宗我部氏家臣）,井野甫喜城、伊野甫喜城、伊乃保幾城、井場城、伊場城,遺構: 曲輪、横堀（空堀）
2470,高知県,朝倉城,あさくらじょう,,高知県高知市朝倉字城山,,本山氏,重松城,遺構: 曲輪、土塁、横堀（空堀）、井戸
2471,高知県,木塚城,きづかじょう,,高知県高知市春野町西分長谷,,木塚氏,－,遺構: （発掘調査：曲輪、堀切、竪堀）
2472,高知県,本山城,もとやまじょう,,高知県長岡郡本山町本山,,本山氏、長宗我部氏,－,遺構: 曲輪、堀切
2473,高知県,東川別役城,ひがしがわべっちゃくじょう,,高知県香南市香我美町別役,,別役氏,別役城,遺構: 曲輪、土塁
2474,高知県,栗本城,くりもとじょう,,高知県四万十市赤松町,,栗本氏、一条氏,－,遺構: （発掘調査：段状遺構・柱穴）
2475,高知県,森山城,もりやまじょう,,高知県高知市春野町森山,,森山氏、富家氏,－,遺構: 曲輪
2476,高知県,楠目城,くずめじょう,,高知県香美市土佐山田町楠目字楠目（私有地）,,山田氏、長宗我部氏,山田城,遺構: 曲輪、石垣、土塁、横堀（空堀）
2477,高知県,楮谷城,かじたにじょう,,高知県香美市物部町大栃奈呂,,山内氏,楮ヶ谷城,遺構: 曲輪、堀切？
2478,高知県,波川玄蕃城,はかわげんばじょう,,高知県吾川郡いの町波川,,波川氏,波川城、葛木城,遺構: 土塁
2479,高知県,浦戸城,うらどじょう,,高知県高知市浦戸,,長宗我部氏、山内氏,－,遺構: 曲輪、石垣、天守台跡、土塁、堀切
2480,高知県,潮江城,うしおえじょう,,高知県高知市筆山町,,森氏,－,遺構: 曲輪、土塁、横堀、畝状竪堀
2481,高知県,片岡城,かたおかじょう,,高知県高岡郡越知町片岡1332,,片岡氏,－,遺構: 曲輪、石垣、土塁、堀切、横堀（空堀）
2482,高知県,窪川城,くぼかわじょう,,高知県高岡郡四万十町西原,,窪川氏、林勝吉（山内氏家臣）,久保川城、茂串城,遺構: 曲輪、土塁、堀切、畝状竪堀
2483,高知県,蓮池城,はすいけじょう,,高知県土佐市蓮池字土居,,蓮池氏、大平（藤原）氏、一条氏、本山氏、吉良氏（長宗我部氏家臣）,－,遺構: 曲輪
2484,高知県,豊永城,とよながじょう,,高知県長岡郡大豊町粟生字城山,,豊永氏,粟井城、阿波井城、豊永下土居城,遺構: 曲輪、土塁、堀切
2485,高知県,陣ヶ森城,じんがもりじょう,,高知県土佐郡土佐町芥川／いの町上八川連行,,不明,陣ケ森城、田野々城、秀麗山城,遺構: 曲輪、腰曲輪、土塁
2486,高知県,須崎台場,すさきだいば,,高知県須崎市中町2,,土佐藩,土佐藩砲台,遺構: 石垣
2487,高知県,須崎城,すさきじょう,,高知県須崎市多ノ郷甲字蛇ヶ谷,,津野氏,－,遺構: 曲輪、石垣、土塁、堀切
2488,高知県,香宗我部城,こうそかべじょう,,高知県香南市野市町土居,,香宗我部氏,香宗城,遺構: 土塁
2489,高知県,高知城,こうちじょう,,高知県高知市丸ノ内1,,山内氏,大高坂山城、河中山城、鷹城、高智山城,遺構: 曲輪、天守、御殿、櫓、門、石垣、横堀（水堀）
2490,福岡県,一ノ岳城,いちのたけじょう,,福岡県那珂川市五ケ山,,千葉氏、筑紫氏、秋月氏,一嶽城,遺構: 曲輪、石垣、横堀（空堀）、堀切
2491,福岡県,丸山城,まるやまじょう,,福岡県糟屋郡粕屋町大字大隈字丸山,,杉氏、黒瀬氏,－,遺構: 曲輪、堀切、横堀（空堀）、竪堀
2492,福岡県,久留米城,くるめじょう,,福岡県久留米市篠山町,,毛利氏、田中氏、有馬氏,久留目城、来目城、篠原城、篠山城、雨城,遺構: 曲輪、石垣、横堀（水堀）
2493,福岡県,乙隈城,おとぐまじょう,,福岡県小郡市乙隈,,北条氏？、龍造寺氏,－,遺構: 消滅
2494,福岡県,二丈岳城,にじょうだけじょう,,福岡県糸島市二丈深江,,深江氏、草野氏,二條岳城、深江岳城,遺構: 曲輪、石垣、土塁、堀切
2495,福岡県,佐留垣城,さるかきじょう,,福岡県柳川市大和町栄字前田,,蒲池氏,－,遺構: 横堀（水堀）
2496,福岡県,元寇防塁,げんこうぼうるい,,福岡県福岡市西区生の松原他（地図は生の松原元寇防塁を示す）,,鎌倉幕府九州御家人,石築地（いしついじ）,遺構: 石垣
2497,福岡県,北浦城,きたうらじょう,,福岡県福岡市西区能古522-2（能古島）,,伊賀寿太郎？、山上憶良？,浦の城、城崎城,遺構: 横堀（空堀）
2498,福岡県,古処山城,こしょさんじょう,,福岡県朝倉市秋月野鳥,,秋月氏、大友氏,古所山城、経ヶ峯城,遺構: 曲輪、土塁、横堀（空堀）、畝状竪堀群
2499,福岡県,古野城,ふるのじょう,,福岡県福岡市南区南大塚（推定地）,,的野氏、麻生氏,亀ノ尾城,遺構: 消滅
2500,福岡県,名島城,なじまじょう,,福岡県福岡市東区名島1-15他,,立花氏、小早川隆景、小早川秀秋、黒田長政,－,遺構: 曲輪、石垣、天守台、土塁、移築門（福岡城・崇福寺・宗生寺）
2501,福岡県,唐原山城,とうばるさんじょう,,福岡県築上郡上毛町宇野1236,,不明,唐原神籠石,遺構: 列石
2502,福岡県,城井谷城,きいだにじょう,,福岡県築上郡築上町寒田,,城井（宇都宮）氏,萱切城、城井郷城、城井の郷城、城井ノ上（きいのこ）城,遺構: 曲輪、石垣、米倉跡
2503,福岡県,城島城,じょうじまじょう,,福岡県久留米市城島町城島,,西牟田氏、薦野増時（立花氏家臣）、宮川氏（田中氏家臣）,城島館,遺構: 横堀、石垣
2504,福岡県,大三ヶ岳城,おおみつがだけじょう,,福岡県北九州市小倉南区辻三,,長野氏,大三ケ岳城、大三岳城,遺構: 曲輪、土塁、堀切
2505,福岡県,大宰府,だざいふ,,福岡県太宰府市観世音寺4,,大宰帥,太宰府,遺構: 道路跡
2506,福岡県,大野城,おおのじょう,,福岡県大野城市／太宰府市／糟屋郡宇美町,,防人司,－,遺構: 石垣、土塁、門跡、礎石群
2507,福岡県,大間城,たいまじょう,,福岡県大牟田市大字三池字古城,,三池氏,大間館,遺構: 曲輪、土塁、横堀（空堀）
2508,福岡県,女山神籠石,ぞやまこうごいし,,福岡県みやま市瀬高町大草,,不明,－,遺構: 水門、列石
2509,福岡県,姪浜城,めいのはまじょう,,福岡県福岡市西区愛宕2,,名越時家・北条兼時？,鷲尾城、探題城？、探題館？,遺構: 曲輪
2510,福岡県,宇留津城,うるつじょう,,福岡県築上郡築上町大字宇留津（地図は石碑の場所を示す）,,緒方惟栄、加来氏,－,遺構: 消滅
2511,福岡県,宝満城,ほうまんじょう,,福岡県太宰府市大字内山,,高橋氏、秋月氏,宝満山城,遺構: 曲輪、土塁、堀切
2512,福岡県,小倉城,こくらじょう,,福岡県北九州市小倉北区城内2-1,,細川氏、小笠原氏,勝山城、指月城、勝野城、湧金城、鯉ノ城,遺構: 曲輪、石垣、横堀（水堀）
2513,福岡県,小田部城,こたべじょう,,福岡県福岡市早良区有田、小田部,,小田部氏,小田辺城、堀内城、築城、月城,遺構: 消滅
2514,福岡県,山鹿城,やまがじょう,,福岡県遠賀郡芦屋町山鹿（城山公園）,,山鹿氏、麻生氏,－,遺構: 曲輪、土塁
2515,福岡県,岡城,おかじょう,,福岡県遠賀郡岡垣町吉木字矢口,,麻生氏、宗像氏、瓜生貞延,筑前岡城、宗像岡城、腰山城,遺構: 曲輪、土塁、堀切
2516,福岡県,岩屋城,いわやじょう,,福岡県太宰府市観世音寺,,高橋氏,－,遺構: 曲輪、土塁、堀切
2517,福岡県,岩石城,がんじゃくじょう,,福岡県田川郡添田町添田1788-2（添田公園）,,平氏、大庭氏、大友氏、大内氏、秋月氏,－,遺構: 曲輪、石垣、堀切、井戸
2518,福岡県,岩門城,いわとじょう,,福岡県那珂川市安徳字城山,,原田（大蔵）氏、少弐景資、大友氏、大内氏、志賀道輝（大友氏家臣）、筑紫氏,岩戸城、龍神山城、安徳城,遺構: 曲輪、土塁、横堀（空堀）
2519,福岡県,引地山城,ひきちやまじょう,,福岡県北九州市小倉北区都1,,到津氏、清末氏（宇佐大宮司代官）,到津城,遺構: 曲輪、土塁、堀切
2520,福岡県,御所ヶ谷神籠石,ごしょがたにこうごいし,,福岡県行橋市津積／京都郡みやこ町犀川木山,,不明,御所ケ谷神籠石,遺構: 列石、土塁、門跡
2521,福岡県,御飯ノ山城,おいのやまじょう,,福岡県福岡市東区香椎2他,,一万田氏,御飯の山城、御飯山城,遺構: （発掘調査：掘立柱建物跡、曲輪跡、堅堀跡、堀切跡）
2522,福岡県,怡土城,いとじょう,,福岡県糸島市高祖／福岡市西区,,不明,－,遺構: 土塁
2523,福岡県,旭城,あさひじょう,,福岡県豊前市千束字千束ノ田,,小笠原氏,千束旭城、千束陣屋,遺構: 曲輪、石垣
2524,福岡県,曲渕城,まがりぶちじょう,,福岡県福岡市早良区曲渕,,曲淵氏,曲淵城,遺構: 曲輪
2525,福岡県,有智山城,うちやまじょう,,福岡県太宰府市大字内山,,少弐氏,内山城、大宰少弐城,遺構: 曲輪、石垣、土塁、横堀（空堀）
2526,福岡県,杷木神籠石,はきこうごいし,,福岡県朝倉市杷木林田,,不明,－,遺構: 列石、土塁、水門
2527,福岡県,松尾城,まつおじょう,,福岡県朝倉郡東峰村大字小石原,,宝珠山山城守、中間統胤,小石原城,遺構: 曲輪、石垣、横堀（空堀）、堀切、枡形、虎口、櫓台、礎石建物跡、畝状竪堀群
2528,福岡県,柑子岳城,こうじがたけじょう,,福岡県福岡市西区今津柑子岳,,大内氏、臼杵鎮続（大友氏家臣）、木付鑑実（大友氏家臣）,草葉城,遺構: 曲輪、堀切、畝状竪堀群
2529,福岡県,柳川城,やながわじょう,,福岡県柳川市本城町88,,蒲池氏、立花氏、田中氏,柳河城、舞鶴城,遺構: 曲輪、天守台、石垣、横堀（水堀）
2530,福岡県,水城,みずき,,福岡県太宰府市他／大野城市／春日市,,防人司,大水城、水城大堤,遺構: 土塁
2531,福岡県,波奈台場,はなだいば,,福岡県福岡市中央区港3丁目,,福岡藩,波奈砲台,遺構: 消滅
2532,福岡県,津村城,つむらじょう,,福岡県大川市津,,津村氏,－,遺構: 堀跡
2533,福岡県,海津城,かいづじょう,,福岡県久留米市安武町住吉,,茨城氏、安武氏,－,遺構: 消滅
2534,福岡県,片脇城,かたわきじょう,,福岡県宗像市田島字本村,,宗像氏,－,遺構: 曲輪、堀切、竪堀
